10:37:08 | Cadastro Worksite | Inicando o Robo 1º Tentativa
10:40:09 | Cadastro Worksite | Inicando o Robo 1º Tentativa
10:40:09 | Cadastro Worksite | Finalizando aplicacao chrome
10:40:10 | Cadastro Worksite | Finalizando aplicacao excel
10:40:10 | Cadastro Worksite | Extraindo dados Config
10:40:10 | Cadastro Worksite | Finalizado extracao dados Config
10:40:11 | Cadastro Worksite | Criando BaseDadosWorksite
10:40:13 | Cadastro Worksite | Finalizado criacao BaseDadosWorksite
10:40:14 | Cadastro Worksite | Acessando Sistema Triade
10:40:16 | Cadastro Worksite | Digitando Url http://apachehml2re/porto.re.emissaocadastro/index-teste.html#/
10:41:53 | Cadastro Worksite | Inicando o Robo 1º Tentativa
10:41:53 | Cadastro Worksite | Finalizando aplicacao chrome
10:41:53 | Cadastro Worksite | Finalizando aplicacao excel
10:41:53 | Cadastro Worksite | Extraindo dados Config
10:41:54 | Cadastro Worksite | Finalizado extracao dados Config
10:41:54 | Cadastro Worksite | Criando BaseDadosWorksite
10:41:56 | Cadastro Worksite | Finalizado criacao BaseDadosWorksite
10:41:57 | Cadastro Worksite | Acessando Sistema Triade
10:41:59 | Cadastro Worksite | Digitando Url http://apachehml2re/porto.re.emissaocadastro/index-teste.html#/
10:41:59 | Cadastro Worksite | Digitando os Papeis
10:42:01 | Cadastro Worksite | Clicando: Gerar Token
10:42:02 | Cadastro Worksite | Sistema Triade acessado com sucesso
10:42:02 | Cadastro Worksite | Sistema Triade Acessado
10:42:02 | Cadastro Worksite | Iniciado com sucesso
10:42:03 | Cadastro Worksite | Digitando CNPJ: 00.609.634/0001-46
10:42:04 | Cadastro Worksite | Efetuando Processamento Pessoas
10:42:04 | Cadastro Worksite | Clicando: Barra de navegacao
10:42:05 | Cadastro Worksite | Clicando: Pessoas
10:42:06 | Cadastro Worksite | Pesquisando Cadastro de Pessoa
10:42:06 | Cadastro Worksite | Selecinando: Pessoa Juridica
10:42:08 | Cadastro Worksite | Digitando CNPJ: 00.609.634/0001-46
10:42:09 | Cadastro Worksite | Ciclando: Buscar
10:42:14 | Cadastro Worksite | Analisando necessidade de cadastro de pessoas
10:42:44 | Cadastro Worksite | Pessoa esta cadastrada
10:42:44 | Cadastro Worksite | Inciando atualizacao de cadastro de pessoas
10:42:44 | Cadastro Worksite | Clicando no CNPJ: 00.609.634/0001-46
10:42:45 | Cadastro Worksite | Digitando Nome Fantasia: CIET SOFTWARE SA
10:42:46 | Cadastro Worksite | Digitando Razao Social:  CIET SOFTWARE SA
10:42:47 | Cadastro Worksite | Selecionado Ativo: Sim
10:42:48 | Cadastro Worksite | Selecionado Faixa Patrimonio Liquido: Não Desejo Informar
10:42:49 | Cadastro Worksite | Digitando Data Registro Abertura: 20/10/2020
10:42:50 | Cadastro Worksite | Selecionando Congenere: Não
10:42:50 | Cadastro Worksite | Selecionando Transportador: Não
10:42:51 | Cadastro Worksite | Selecionando Embarcador: Não
10:42:52 | Cadastro Worksite | Selecionando Orgao Subvencao: Não
10:42:52 | Cadastro Worksite | Clicando: Salvar
10:42:53 | Cadastro Worksite | Analisando sucesso no cadastro pessoas
10:42:53 | Cadastro Worksite | Sucesso no cadastro de pessoas
10:42:53 | Cadastro Worksite | Inciando novo cadastro dos dados do endereco
10:42:54 | Cadastro Worksite | Digitando CEP: 13086-902
10:42:57 | Cadastro Worksite | Clicando Ativo: Sim
10:42:59 | Cadastro Worksite | Clicando endereco principal: Sim
10:43:00 | Cadastro Worksite | Selecionando Tipo Endereco: COMERCIAL
10:43:01 | Cadastro Worksite | Digitando numero: S/N
10:43:03 | Cadastro Worksite | Clicando: Salvar
10:43:04 | Cadastro Worksite | Analisando sucesso no cadastro de dados do endereco
10:43:34 | Cadastro Worksite | Falha no cadastro de dados do endereco
10:43:34 | Cadastro Worksite | Erro: Falha no cadastro de dados do endereco
10:43:34 | Cadastro Worksite | Falha Processamento Pessoas
10:43:34 | Cadastro Worksite | Erro: Falha no cadastro de dados do endereco
10:43:34 | Cadastro Worksite | Falha processamento: 00.609.634/0001-46

10:43:35 | Cadastro Worksite | Enviando email erro
10:43:35 | Cadastro Worksite | Capturando Tela de Erro
10:43:35 | Cadastro Worksite | Captura de tela criado: CapturaTela_20102020_104335.png
10:43:40 | Cadastro Worksite | Email erro enviado
10:43:42 | Cadastro Worksite | Digitando CNPJ: 01.483.048/0001-60
10:43:43 | Cadastro Worksite | Efetuando Processamento Pessoas
10:43:43 | Cadastro Worksite | Clicando: Barra de navegacao
10:43:44 | Cadastro Worksite | Clicando: Pessoas
10:43:44 | Cadastro Worksite | Pesquisando Cadastro de Pessoa
10:43:44 | Cadastro Worksite | Selecinando: Pessoa Juridica
10:43:45 | Cadastro Worksite | Digitando CNPJ: 01.483.048/0001-60
10:43:46 | Cadastro Worksite | Ciclando: Buscar
10:43:51 | Cadastro Worksite | Analisando necessidade de cadastro de pessoas
10:44:21 | Cadastro Worksite | Pessoa esta cadastrada
10:44:21 | Cadastro Worksite | Inciando atualizacao de cadastro de pessoas
10:44:21 | Cadastro Worksite | Clicando no CNPJ: 01.483.048/0001-60
10:44:22 | Cadastro Worksite | Digitando Nome Fantasia: AMERICAN GLASS PRODUCTS DO BRASIL LTDA
10:44:22 | Cadastro Worksite | Digitando Razao Social:  AMERICAN GLASS PRODUCTS DO BRASIL LTDA
10:44:23 | Cadastro Worksite | Selecionado Ativo: Sim
10:44:24 | Cadastro Worksite | Selecionado Faixa Patrimonio Liquido: Não Desejo Informar
10:44:24 | Cadastro Worksite | Digitando Data Registro Abertura: 20/10/2020
10:44:25 | Cadastro Worksite | Selecionando Congenere: Não
10:44:26 | Cadastro Worksite | Selecionando Transportador: Não
10:44:27 | Cadastro Worksite | Selecionando Embarcador: Não
10:44:27 | Cadastro Worksite | Selecionando Orgao Subvencao: Não
10:44:28 | Cadastro Worksite | Clicando: Salvar
10:44:29 | Cadastro Worksite | Analisando sucesso no cadastro pessoas
10:44:29 | Cadastro Worksite | Sucesso no cadastro de pessoas
10:44:29 | Cadastro Worksite | Inciando novo cadastro dos dados do endereco
